"Date","Price","Open","High","Low","Vol.","Change %"
"05/05/2021","79.70","79.50","80.00","79.50","25.32K","0.13%"
"05/04/2021","79.60","80.40","80.40","79.60","6.95K","-1.00%"
"05/03/2021","80.40","80.00","80.40","79.90","37.08K","-0.12%"
"04/30/2021","80.50","80.20","80.50","80.20","29.98K","0.63%"
"04/29/2021","80.00","80.50","81.00","79.90","18.85K","-0.62%"
"04/28/2021","80.50","80.00","82.30","80.00","195.32K","-0.62%"
"04/27/2021","81.00","80.30","82.00","79.00","219.58K","0.00%"
"04/23/2021","81.00","82.00","82.00","80.50","150.59K","-1.22%"
"04/22/2021","82.00","80.50","83.00","80.50","270.95K","-1.20%"
"04/21/2021","83.00","82.80","83.00","80.20","109.19K","4.80%"
"04/20/2021","79.20","84.20","84.20","79.20","66.58K","-5.71%"
"04/19/2021","84.00","85.50","85.50","84.00","11.05K","-2.21%"
"04/16/2021","85.90","86.00","87.00","85.00","412.56K","-1.15%"
"04/15/2021","86.90","86.90","87.00","86.40","32.74K","0.46%"
"04/12/2021","86.50","85.00","86.50","85.00","87.66K","1.76%"
"04/09/2021","85.00","84.10","85.50","83.00","96.23K","2.41%"
"04/08/2021","83.00","82.80","83.00","82.50","644.74K","0.00%"
"04/07/2021","83.00","83.80","84.00","82.70","56.10K","-0.36%"
"04/06/2021","83.30","83.50","84.80","82.00","237.60K","0.36%"
"04/05/2021","83.00","83.00","83.50","82.60","16.94K","-0.60%"
"04/01/2021","83.50","83.00","84.00","82.60","33.18K","1.21%"
"03/31/2021","82.50","82.00","84.00","81.50","14.33K","-0.12%"
"03/30/2021","82.60","82.00","83.90","81.50","35.65K","0.73%"
"03/29/2021","82.00","82.00","82.60","82.00","28.04K","0.49%"
"03/26/2021","81.60","80.00","83.00","80.00","1.73K","2.00%"
"03/25/2021","80.00","82.00","83.00","80.00","27.60K","-2.44%"
"03/24/2021","82.00","77.00","82.00","77.00","76.97K","2.76%"
"03/23/2021","79.80","80.00","80.00","78.50","5.60K","0.00%"
"03/22/2021","79.80","77.90","79.80","77.90","19.34K","2.97%"
"03/19/2021","77.50","79.90","79.90","77.40","213.70K","-3.13%"
"03/18/2021","80.00","80.00","80.10","79.10","199.11K","0.00%"
"03/17/2021","80.00","80.00","80.90","80.00","13.34K","-0.25%"
"03/16/2021","80.20","80.10","81.40","80.00","59.34K","-1.96%"
"03/15/2021","81.80","82.50","82.50","80.00","28.51K","0.25%"
"03/12/2021","81.60","82.50","82.50","80.00","119.55K","-1.09%"
"03/10/2021","82.50","83.00","83.00","82.00","3.02K","0.00%"
"03/09/2021","82.50","82.60","84.90","82.50","131.90K","0.00%"
"03/08/2021","82.50","81.30","82.50","80.00","166.02K","3.25%"
"03/05/2021","79.90","79.00","80.00","77.00","302.51K","2.17%"
"03/04/2021","78.20","81.50","81.80","78.00","247.87K","-4.52%"
"03/03/2021","81.90","82.00","82.00","80.20","140.28K","-0.12%"
"03/02/2021","82.00","83.30","83.30","81.60","242.73K","-0.85%"
"03/01/2021","82.70","83.30","83.30","82.00","37.44K","2.10%"
"02/25/2021","81.00","82.20","82.20","80.20","82.99K","0.62%"
"02/24/2021","80.50","82.00","85.00","80.10","135.98K","0.00%"
"02/23/2021","80.50","85.00","85.00","80.10","284.47K","-5.29%"
"02/22/2021","85.00","87.00","87.90","84.10","110.30K","-0.58%"
"02/19/2021","85.50","85.70","87.00","85.00","181.85K","0.00%"
"02/18/2021","85.50","86.00","88.00","84.90","523.24K","-0.35%"
"02/17/2021","85.80","88.50","88.50","85.00","971.37K","0.00%"
"02/16/2021","85.80","88.50","88.50","85.60","221.30K","-3.05%"
"02/15/2021","88.50","94.00","94.00","87.00","264.51K","-0.56%"
"02/12/2021","89.00","89.00","91.20","88.70","1.16M","1.37%"
"02/11/2021","87.80","88.00","89.80","80.00","209.49K","-1.35%"
"02/10/2021","89.00","90.10","91.50","88.00","1.07M","-1.11%"
"02/09/2021","90.00","90.50","91.00","88.00","7.25M","-1.10%"
"02/08/2021","91.00","92.50","93.00","90.00","2.86M","-1.30%"
"02/05/2021","92.20","93.50","93.50","90.80","278.94K","0.44%"
"02/03/2021","91.80","90.00","95.50","88.50","272.48K","2.00%"
"02/02/2021","90.00","94.00","95.00","87.00","654.05K","-4.26%"
"02/01/2021","94.00","96.60","96.60","93.00","217.51K","-2.99%"
"01/29/2021","96.90","98.00","98.00","94.00","450.41K","-1.22%"
"01/27/2021","98.10","101.00","101.25","98.00","1.55M","-3.35%"
"01/26/2021","101.50","104.75","104.75","100.00","426.31K","-2.40%"
"01/25/2021","104.00","102.00","107.00","102.00","1.67M","3.48%"
"01/22/2021","100.50","94.10","104.00","94.10","2.49M","5.79%"
"01/21/2021","95.00","95.00","95.10","93.50","1.31M","-0.31%"
"01/20/2021","95.30","95.00","96.90","94.80","399.39K","0.21%"
"01/19/2021","95.10","96.00","96.50","94.50","981.50K","-0.94%"
"01/18/2021","96.00","98.00","99.00","95.00","756.73K","-2.04%"
"01/15/2021","98.00","96.20","98.00","96.00","1.33M","1.66%"
"01/13/2021","96.40","94.00","96.50","93.00","670.17K","1.58%"
"01/12/2021","94.90","95.50","95.50","93.30","1.76M","-0.63%"
"01/11/2021","95.50","95.40","97.00","94.10","1.10M","0.21%"
"01/08/2021","95.30","95.50","96.30","94.80","286.76K","-0.21%"
"01/07/2021","95.50","97.00","97.00","95.00","1.55M","-0.52%"
"01/06/2021","96.00","98.00","98.00","96.00","792.26K","-1.94%"
"01/05/2021","97.90","99.30","99.30","97.00","650.09K","-1.41%"
"01/04/2021","99.30","100.00","100.00","98.60","643.33K","-0.70%"
"12/31/2020","100.00","102.00","102.00","99.70","1.31M","-0.99%"
"12/30/2020","101.00","99.60","103.00","98.50","2.44M","3.48%"
"12/28/2020","97.60","95.70","99.00","95.70","1.17M","2.74%"
"12/24/2020","95.00","95.00","95.00","94.00","585.44K","1.60%"
"12/23/2020","93.50","94.00","94.00","93.00","210.29K","-0.43%"
"12/22/2020","93.90","93.50","95.00","93.30","239.54K","0.43%"
"12/21/2020","93.50","94.20","94.20","92.00","460.81K","-1.48%"
"12/18/2020","94.90","94.00","94.90","92.80","999.43K","-0.73%"
"12/17/2020","95.60","98.00","98.00","94.90","328.08K","-1.44%"
"12/16/2020","97.00","97.00","99.30","95.00","1.97M","1.57%"
"12/15/2020","95.50","96.00","98.00","95.00","1.06M","1.60%"
"12/14/2020","94.00","97.50","97.50","94.00","321.82K","-2.49%"
"12/11/2020","96.40","93.00","97.00","92.90","846.47K","4.78%"
"12/10/2020","92.00","93.00","94.80","92.00","2.75M","-0.54%"
"12/09/2020","92.50","92.00","94.00","89.00","3.64M","1.76%"
"12/08/2020","90.90","87.50","91.90","87.50","1.24M","4.48%"
"12/07/2020","87.00","86.20","87.00","85.90","145.99K","1.05%"
"12/04/2020","86.10","85.20","86.10","85.00","2.07M","0.23%"
"12/03/2020","85.90","87.00","87.00","85.20","463.91K","-1.15%"
"12/02/2020","86.90","88.00","88.00","86.00","467.61K","-1.25%"
"12/01/2020","88.00","88.00","89.50","87.80","424.84K","0.00%"
"11/30/2020","88.00","85.20","89.40","83.10","913.60K","3.29%"
"11/27/2020","85.20","83.00","86.40","82.90","1.25M","3.27%"
"11/26/2020","82.50","82.00","84.00","82.00","742.52K","0.61%"
"11/25/2020","82.00","82.00","82.00","80.90","234.31K","0.00%"
"11/24/2020","82.00","82.00","82.00","81.40","100.66K","0.00%"
"11/23/2020","82.00","83.00","83.00","81.70","301.18K","-1.20%"
"11/20/2020","83.00","83.00","83.00","82.40","767.76K","0.24%"
"11/19/2020","82.80","82.10","84.50","82.00","1.11M","0.36%"
"11/18/2020","82.50","80.00","82.90","78.90","1.22M","3.25%"
"11/17/2020","79.90","79.80","79.90","78.00","486.39K","0.50%"
"11/16/2020","79.50","77.50","79.60","76.20","1.70M","3.92%"
"11/13/2020","76.50","79.00","79.50","76.00","1.44M","2.00%"
"11/12/2020","75.00","75.50","76.00","73.60","572.90K","-1.19%"
"11/11/2020","75.90","79.00","79.00","74.50","619.23K","0.00%"
"11/10/2020","75.90","77.10","80.00","75.60","1.53M","3.55%"
"11/09/2020","73.30","75.00","75.20","73.20","652.55K","-1.08%"
"11/06/2020","74.10","74.80","74.90","73.00","758.17K","0.14%"
"11/05/2020","74.00","70.90","74.00","70.10","146.57K","4.37%"
"11/04/2020","70.90","71.50","71.50","70.00","50.78K","-0.14%"
"11/03/2020","71.00","68.00","71.40","68.00","33.22K","5.19%"
"11/02/2020","67.50","70.00","70.00","67.50","81.21K","-2.60%"
"10/29/2020","69.30","68.50","69.30","68.00","403.00K","1.61%"
"10/28/2020","68.20","68.40","69.50","68.00","1.58M","-0.29%"
"10/27/2020","68.40","68.20","69.90","68.00","136.00K","0.29%"
"10/26/2020","68.20","69.60","69.60","67.00","28.15K","-2.15%"
"10/23/2020","69.70","73.00","73.00","69.50","44.49K","1.01%"
"10/22/2020","69.00","68.50","71.00","66.00","373.84K","-0.58%"
"10/21/2020","69.40","72.00","73.00","69.00","381.74K","-2.94%"
"10/20/2020","71.50","71.40","71.50","70.00","646.08K","1.27%"
"10/19/2020","70.60","71.00","71.20","70.50","1.01M","-1.26%"
"10/16/2020","71.50","70.00","71.90","70.00","149.30K","0.70%"
"10/15/2020","71.00","70.10","71.90","70.00","168.96K","1.28%"
"10/14/2020","70.10","69.10","71.00","69.00","266.94K","0.14%"
"10/13/2020","70.00","73.00","73.00","69.00","226.64K","-2.10%"
"10/12/2020","71.50","72.90","73.50","70.00","779.15K","-0.69%"
"10/09/2020","72.00","72.00","73.00","71.50","2.67M","0.84%"
"10/08/2020","71.40","69.90","71.50","69.90","108.29K","2.73%"
"10/07/2020","69.50","66.30","70.00","66.30","438.09K","2.21%"
"10/06/2020","68.00","68.00","72.50","65.00","797.44K","-2.72%"
"10/05/2020","69.90","73.80","73.80","66.00","558.09K","-7.91%"
"10/02/2020","75.90","75.00","76.00","74.20","1.03M","1.20%"
"09/30/2020","75.00","75.50","75.60","74.00","790.26K","-0.66%"
"09/29/2020","75.50","77.00","77.00","74.00","330.51K","-2.83%"
"09/28/2020","77.70","72.70","78.00","72.50","1.37M","7.17%"
"09/25/2020","72.50","71.00","72.50","70.10","1.96M","3.42%"
"09/24/2020","70.10","70.00","71.50","69.80","370.85K","0.72%"
"09/23/2020","69.60","71.00","71.00","69.00","310.93K","-0.85%"
"09/22/2020","70.20","72.00","72.00","69.80","1.68M","-1.13%"
"09/21/2020","71.00","68.50","72.00","68.00","2.14M","4.11%"
"09/18/2020","68.20","67.10","68.20","66.80","1.16M","1.64%"
"09/17/2020","67.10","66.80","67.60","66.40","267.41K","1.67%"
"09/16/2020","66.00","67.10","67.30","64.60","409.85K","-1.05%"
"09/15/2020","66.70","67.00","68.00","66.50","1.33M","0.60%"
"09/14/2020","66.30","60.50","66.30","60.50","5.64M","9.95%"
"09/11/2020","60.30","60.60","60.60","60.00","1.18M","-0.33%"
"09/10/2020","60.50","59.00","60.50","59.00","106.38K","2.54%"
"09/09/2020","59.00","59.30","59.90","58.80","56.20K","0.00%"
"09/08/2020","59.00","59.90","59.90","59.00","6.82K","0.00%"
"09/07/2020","59.00","60.00","60.00","58.50","30.78K","-1.50%"
"09/04/2020","59.90","60.00","60.00","59.80","28.32K","-0.17%"
"09/03/2020","60.00","60.30","60.50","59.90","166.61K","-0.33%"
"09/02/2020","60.20","60.80","60.80","60.10","47.93K","0.33%"
"08/31/2020","60.00","60.80","60.80","60.00","48.50K","-0.50%"
"08/28/2020","60.30","61.00","61.00","59.90","80.62K","0.17%"
"08/27/2020","60.20","60.90","61.60","60.20","235.34K","-1.15%"
"08/26/2020","60.90","61.00","62.00","60.00","113.84K","0.00%"
"08/25/2020","60.90","60.40","62.00","59.90","256.31K","1.50%"
"08/24/2020","60.00","60.00","60.70","59.90","184.60K","0.00%"
"08/21/2020","60.00","60.00","60.00","59.90","331.36K","0.00%"
"08/20/2020","60.00","60.00","60.00","59.80","287.96K","0.00%"
"08/19/2020","60.00","60.00","60.60","59.90","115.83K","0.00%"
"08/18/2020","60.00","61.00","61.20","59.80","179.31K","-1.48%"
"08/17/2020","60.90","60.00","60.90","59.70","217.97K","-0.16%"
"08/14/2020","61.00","60.00","61.00","59.50","169.32K","2.01%"
"08/13/2020","59.80","59.10","60.10","58.50","381.81K","1.36%"
"08/12/2020","59.00","60.00","60.00","58.70","562.45K","0.51%"
"08/11/2020","58.70","58.50","59.00","58.00","998.40K","0.86%"
"08/10/2020","58.20","60.00","60.00","58.00","28.55K","-1.36%"
"08/07/2020","59.00","60.00","60.00","58.70","200.06K","0.68%"
"08/06/2020","58.60","59.60","60.00","58.60","44.10K","-0.68%"
"08/05/2020","59.00","60.00","60.00","59.00","171.78K","-1.50%"
"08/04/2020","59.90","59.80","60.00","59.00","27.39K","0.34%"
"07/31/2020","59.70","59.00","59.80","58.90","14.58K","1.19%"
"07/30/2020","59.00","60.00","60.00","58.50","51.36K","-0.51%"
"07/29/2020","59.30","60.00","60.00","59.00","16.70K","0.51%"
"07/28/2020","59.00","60.00","60.00","59.00","41.88K","-1.50%"
"07/27/2020","59.90","59.50","60.00","59.10","33.13K","0.67%"
"07/24/2020","59.50","59.80","59.80","59.10","11.37K","0.00%"
"07/23/2020","59.50","59.50","59.50","59.40","7.14K","-0.17%"
"07/22/2020","59.60","59.40","60.00","59.30","10.91K","-0.33%"
"07/21/2020","59.80","60.10","60.10","59.60","5.24K","-0.33%"
"07/20/2020","60.00","59.90","61.00","59.60","59.15K","0.17%"
"07/17/2020","59.90","59.90","59.90","59.00","170.72K","0.67%"
"07/16/2020","59.50","59.00","59.90","58.60","171.74K","0.85%"
"07/15/2020","59.00","59.50","59.50","57.50","33.28K","-1.17%"
"07/14/2020","59.70","57.80","60.00","57.50","5.30M","3.11%"
"07/13/2020","57.90","59.00","59.00","56.00","5.12M","-2.85%"
"07/10/2020","59.60","60.50","60.50","58.60","225.59K","-2.30%"
"07/09/2020","61.00","60.50","61.00","60.50","7.08K","0.83%"
"07/08/2020","60.50","61.00","61.00","59.50","1.03M","0.83%"
"07/07/2020","60.00","61.00","61.50","60.00","3.45M","-1.64%"
"07/06/2020","61.00","62.00","62.00","60.00","630.82K","0.83%"
"07/03/2020","60.50","60.60","61.30","60.40","148.26K","-0.82%"
"07/02/2020","61.00","62.80","63.00","60.20","32.41K","-3.17%"
"07/01/2020","63.00","64.00","64.00","62.80","206.07K","-0.79%"
"06/30/2020","63.50","63.00","64.40","62.90","816.13K","1.11%"
"06/29/2020","62.80","63.00","63.00","62.00","137.26K","0.64%"
"06/26/2020","62.40","61.80","62.80","61.80","837.36K","1.46%"
"06/25/2020","61.50","62.00","62.00","61.00","400.28K","0.82%"
"06/24/2020","61.00","62.00","62.00","60.00","3.21M","1.67%"
"06/23/2020","60.00","61.50","62.00","60.00","842.81K","-2.76%"
"06/22/2020","61.70","61.80","62.00","61.00","35.73K","-0.16%"
"06/19/2020","61.80","60.00","61.90","60.00","27.70K","3.00%"
"06/18/2020","60.00","60.00","60.70","60.00","85.20K","0.00%"
"06/17/2020","60.00","60.00","60.00","59.80","3.44M","0.00%"
"06/16/2020","60.00","60.00","60.00","59.80","1.45K","0.84%"
"06/15/2020","59.50","60.00","60.00","59.50","40.74K","0.00%"
"06/12/2020","59.50","60.00","60.20","59.50","217.81K","-3.72%"
"06/11/2020","61.80","60.60","61.80","59.50","172.45K","0.16%"
"06/10/2020","61.70","60.10","61.80","59.10","142.93K","3.70%"
"06/09/2020","59.50","61.00","61.60","59.50","579.06K","0.00%"
"06/08/2020","59.50","61.00","61.90","59.10","2.03M","-2.46%"
"06/04/2020","61.00","61.00","62.00","61.00","2.58K","1.67%"
"06/03/2020","60.00","61.00","61.00","59.50","159.50K","0.00%"
"06/02/2020","60.00","60.10","60.10","58.90","64.83K","-1.64%"
"06/01/2020","61.00","61.90","61.90","60.00","55.13K","-1.61%"
"05/29/2020","62.00","62.00","62.10","61.00","1.63K","-0.80%"
"05/28/2020","62.50","63.00","63.00","62.50","8.61K","2.46%"
"05/27/2020","61.00","62.10","63.00","61.00","143.27K","-4.54%"
"05/26/2020","63.90","61.00","64.00","61.00","0.56K","1.43%"
"05/22/2020","63.00","64.00","64.00","62.90","4.04K","1.61%"
"05/21/2020","62.00","62.00","63.00","60.00","73.95K","3.33%"
"05/20/2020","60.00","59.90","61.50","59.50","12.27K","0.84%"
"05/19/2020","59.50","63.00","63.00","56.00","259.22K","-0.83%"
"05/18/2020","60.00","63.00","63.00","60.00","6.72K","0.00%"
"05/15/2020","60.00","60.00","64.00","58.20","7.29K","0.00%"
"05/14/2020","60.00","62.00","62.00","60.00","0.81K","0.00%"
"05/13/2020","60.00","59.00","65.00","59.00","4.50K","3.45%"
"05/12/2020","58.00","55.00","58.00","54.00","13.65K","-1.69%"
"05/11/2020","59.00","59.00","59.00","59.00","0.50K","0.00%"
"03/20/2020","59.00","56.00","59.00","55.10","0.45K","-1.67%"
"03/13/2020","60.00","59.10","60.00","56.00","36.39K","1.69%"
"03/12/2020","59.00","60.10","60.10","59.00","202.49K","-5.60%"
"03/11/2020","62.50","65.00","65.00","62.50","4.07K","0.00%"
"03/10/2020","62.50","65.00","65.00","60.00","1.28M","-3.85%"
"03/06/2020","65.00","66.20","66.90","65.00","17.91K","-2.99%"
"03/05/2020","67.00","68.00","68.00","67.00","250.11K","-1.47%"
"03/04/2020","68.00","68.00","68.70","68.00","1.01K","0.00%"
"03/03/2020","68.00","69.50","69.50","68.00","258.49K","-1.16%"
"03/02/2020","68.80","69.20","69.20","68.80","127.51K","-1.01%"
"02/28/2020","69.50","70.00","70.00","69.50","10.88K","-0.71%"
"02/27/2020","70.00","70.00","70.00","70.00","0.20K","0.00%"
"02/26/2020","70.00","70.00","70.00","69.70","0.76K","0.00%"
"02/25/2020","70.00","70.00","70.00","70.00","0.05K","0.00%"
"02/24/2020","70.00","72.60","72.60","70.00","90.58K","-0.43%"
"02/20/2020","70.30","70.60","72.60","70.00","913.25K","0.43%"
"02/19/2020","70.00","72.50","72.50","70.00","3.19K","-3.31%"
"02/18/2020","72.40","73.10","73.10","72.40","11.44K","-3.34%"
"02/17/2020","74.90","73.00","74.90","73.00","2.61K","3.17%"
"02/14/2020","72.60","72.60","72.60","72.60","0.06K","0.14%"
"02/13/2020","72.50","72.70","72.70","72.50","7.52K","-0.68%"
"02/12/2020","73.00","72.50","73.00","72.50","0.27K","0.69%"
"02/11/2020","72.50","73.00","73.00","72.50","1.15K","-0.68%"
"02/10/2020","73.00","73.00","73.00","73.00","0.01K","0.00%"
"02/07/2020","73.00","72.90","73.00","72.90","0.31K","2.24%"
"02/06/2020","71.40","73.50","73.50","70.00","113.75K","-4.16%"
"02/05/2020","74.50","73.20","74.50","73.20","0.21K","0.00%"
"02/03/2020","74.50","74.50","74.50","74.50","0.10K","0.00%"
"01/31/2020","74.50","74.50","74.50","73.50","0.63K","0.00%"
"01/30/2020","74.50","74.40","74.50","74.00","2.40K","0.00%"
"01/29/2020","74.50","74.50","74.50","74.50","0.51K","-0.40%"
"01/28/2020","74.80","74.50","74.80","74.50","1.39K","-0.27%"
"01/27/2020","75.00","74.90","75.00","74.50","0.58K","0.00%"
"01/24/2020","75.00","75.00","76.00","75.00","250.04K","-0.13%"
"01/23/2020","75.10","75.10","76.00","75.00","114.51K","-0.92%"
"01/22/2020","75.80","75.80","76.10","75.80","594.02K","0.00%"
"01/21/2020","75.80","77.90","77.90","75.10","65.97K","3.55%"
"01/20/2020","73.20","76.00","76.00","73.20","5.75K","-3.68%"
"01/17/2020","76.00","76.00","76.00","76.00","0.35K","0.00%"
"01/16/2020","76.00","76.00","76.00","76.00","0.10K","0.53%"
"01/14/2020","75.60","76.00","76.00","75.60","5.63K","-0.53%"
"01/13/2020","76.00","76.00","78.00","76.00","2.77K","0.00%"
"01/09/2020","76.00","78.00","78.00","76.00","376.01K","-2.56%"
"01/08/2020","78.00","78.00","78.00","78.00","0.11K","1.83%"
"01/07/2020","76.60","78.30","78.30","76.60","1.22K","-2.17%"
"01/06/2020","78.30","79.00","79.00","78.30","8.08K","-1.39%"
"01/03/2020","79.40","78.40","79.40","78.40","0.05K","-0.75%"
"01/02/2020","80.00","80.00","80.00","79.10","12.06K","-3.61%"
"12/31/2019","83.00","79.20","83.00","79.20","0.31K","3.75%"
"12/30/2019","80.00","80.00","80.00","80.00","0.10K","1.01%"
"12/27/2019","79.20","80.50","80.50","79.20","1.95K","-4.46%"
"12/26/2019","82.90","80.00","82.90","80.00","0.20K","4.54%"
"12/24/2019","79.30","79.30","79.30","79.30","1.20K","-0.87%"
"12/23/2019","80.00","80.20","80.20","80.00","3.28K","1.01%"
"12/20/2019","79.20","79.00","79.20","79.00","1.65K","-1.00%"
"12/19/2019","80.00","80.00","80.00","80.00","12.09K","1.27%"
"12/18/2019","79.00","80.00","80.00","79.00","15.31K","-1.25%"
"12/17/2019","80.00","80.00","80.00","80.00","5.33K","0.00%"
"12/16/2019","80.00","77.10","80.50","77.10","24.49K","0.63%"
"12/13/2019","79.50","80.50","80.50","79.50","4.63K","-0.63%"
"12/12/2019","80.00","79.60","80.00","79.60","146.44K","-0.99%"
"12/10/2019","80.80","80.90","80.90","80.80","0.51K","1.51%"
"12/09/2019","79.60","82.00","82.00","79.60","3.05K","-3.52%"
"12/06/2019","82.50","83.00","83.00","81.20","14.31K","1.23%"
"12/05/2019","81.50","82.90","82.90","81.50","27.93K","-1.69%"
"12/04/2019","82.90","82.10","82.90","82.10","0.16K","0.48%"
"12/03/2019","82.50","83.00","83.00","82.10","2.76K","-0.60%"
"12/02/2019","83.00","83.00","84.90","82.40","55.22K","0.61%"
"11/29/2019","82.50","85.00","85.00","82.50","54.37K","0.00%"
"11/28/2019","82.50","82.50","84.00","82.00","750.86K","1.85%"
"11/27/2019","81.00","81.00","82.00","81.00","356.45K","-0.61%"
"11/26/2019","81.50","82.80","82.90","81.50","12.64K","-1.69%"
"11/25/2019","82.90","83.00","83.00","81.60","4.04K","-0.12%"
"11/22/2019","83.00","83.00","83.00","81.10","532.25K","-1.19%"
"11/21/2019","84.00","83.50","85.00","83.00","273.83K","1.20%"
"11/20/2019","83.00","83.00","85.00","83.00","3.97K","-3.49%"
"11/19/2019","86.00","84.90","86.00","83.00","7.03K","3.61%"
"11/18/2019","83.00","85.00","85.00","83.00","527.68K","0.00%"
"11/15/2019","83.00","83.00","84.00","82.50","15.50K","0.00%"
"11/14/2019","83.00","83.00","83.10","83.00","20.87K","-0.12%"
"11/13/2019","83.10","81.00","86.70","81.00","12.22K","2.59%"
"11/08/2019","81.00","82.00","82.00","80.00","27.66K","1.25%"
"11/07/2019","80.00","82.50","83.00","80.00","33.58K","-3.61%"
"11/06/2019","83.00","83.00","85.00","83.00","13.01K","0.12%"
"11/05/2019","82.90","80.80","83.00","80.80","10.61K","3.63%"
"11/04/2019","80.00","81.50","81.50","80.00","2.12K","-3.61%"
"11/01/2019","83.00","84.00","84.00","80.00","6.39K","3.62%"
"10/31/2019","80.10","80.00","81.00","80.00","2.19K","0.12%"
"10/30/2019","80.00","79.10","80.00","79.10","452.06K","0.00%"
"10/29/2019","80.00","79.10","84.00","79.00","7.12K","0.00%"
"10/28/2019","80.00","85.00","85.00","78.90","9.73K","0.00%"
"10/25/2019","80.00","76.80","85.00","76.50","42.28K","3.23%"
"10/24/2019","77.50","77.00","77.50","77.00","30.05K","0.00%"
"10/23/2019","77.50","76.50","77.50","76.50","14.05K","0.65%"
"10/22/2019","77.00","77.50","77.50","76.10","1.23K","1.05%"
"10/21/2019","76.20","77.50","77.50","76.10","2.00K","0.26%"
"10/18/2019","76.00","76.00","76.00","76.00","2.09K","0.00%"
"10/17/2019","76.00","75.00","76.00","74.10","6.24K","0.66%"
"10/16/2019","75.50","75.00","75.90","75.00","0.37K","-0.66%"
"10/15/2019","76.00","75.00","76.00","75.00","4.56K","1.33%"
"10/14/2019","75.00","76.00","76.00","75.00","0.05K","0.67%"
"10/11/2019","74.50","74.50","76.00","74.50","117.15K","0.00%"
"10/10/2019","74.50","74.50","74.50","74.10","2.28K","0.00%"
"10/09/2019","74.50","75.00","75.00","74.00","6.51K","0.00%"
"10/08/2019","74.50","74.50","74.50","74.00","17.18K","0.00%"
"10/07/2019","74.50","74.90","74.90","70.50","797.59K","2.05%"
"10/04/2019","73.00","73.00","73.00","73.00","0.00K","-2.54%"
"10/03/2019","74.90","70.20","74.90","70.00","3.28K","7.00%"
"10/02/2019","70.00","73.50","73.50","70.00","1.28M","-4.76%"
"10/01/2019","73.50","74.50","74.50","73.50","0.01K","-2.00%"
"09/30/2019","75.00","75.00","75.00","75.00","0.03K","-2.34%"
"09/27/2019","76.80","74.00","76.80","73.50","1.00M","1.19%"
"09/24/2019","75.90","74.00","76.00","74.00","0.08K","-0.13%"
"09/23/2019","76.00","74.00","76.00","74.00","0.53K","0.00%"
"09/20/2019","76.00","74.40","76.00","74.40","0.88K","2.01%"
"09/19/2019","74.50","75.00","75.00","74.50","0.02K","0.00%"
"09/18/2019","74.50","75.00","75.00","74.50","244.11K","0.00%"
"09/17/2019","74.50","74.60","74.60","74.50","6.00K","0.00%"
"09/16/2019","74.50","74.50","75.00","74.50","20.66K","-0.67%"
"09/12/2019","75.00","74.20","75.00","74.20","5.21K","-2.60%"
"09/11/2019","77.00","74.40","77.00","74.00","18.96K","4.05%"
"09/10/2019","74.00","75.00","75.00","74.00","0.33K","-3.65%"
"09/09/2019","76.80","73.00","76.80","73.00","0.39K","2.54%"
"09/06/2019","74.90","75.00","75.00","74.90","0.51K","-0.13%"
"09/05/2019","75.00","75.00","75.00","75.00","0.10K","0.00%"
"09/04/2019","75.00","75.10","75.50","75.00","21.46K","-1.32%"
"09/03/2019","76.00","76.00","76.00","76.00","1.28K","1.33%"
"09/02/2019","75.00","75.50","75.50","75.00","2.93K","0.00%"
"08/30/2019","75.00","75.00","75.10","75.00","10.21K","0.00%"
"08/29/2019","75.00","75.00","75.00","74.50","101.09K","-1.83%"
"08/28/2019","76.40","75.00","76.40","75.00","1.10M","0.00%"
"08/27/2019","76.40","75.00","76.40","75.00","11.02K","3.24%"
"08/26/2019","74.00","75.70","76.40","74.00","453.71K","-2.12%"
"08/23/2019","75.60","76.80","76.80","75.00","0.22K","-1.69%"
"08/22/2019","76.90","77.00","77.00","76.30","0.20K","2.40%"
"08/21/2019","75.10","76.50","76.50","75.10","1.00K","-1.18%"
"08/20/2019","76.00","75.00","76.80","75.00","4.86K","1.20%"
"08/19/2019","75.10","75.80","75.80","75.10","4.76K","-0.92%"
"08/16/2019","75.80","76.50","77.00","75.80","35.62K","-0.92%"
"08/15/2019","76.50","75.10","77.80","75.00","11.07K","1.86%"
"08/13/2019","75.10","77.50","78.00","75.00","5.27K","0.13%"
"08/09/2019","75.00","74.00","77.50","74.00","170.78K","-3.72%"
"08/08/2019","77.90","74.00","78.00","74.00","38.25K","5.27%"
"08/07/2019","74.00","74.00","76.00","74.00","108.14K","-0.67%"
"08/06/2019","74.50","75.00","75.00","73.40","2.28K","1.64%"
"08/05/2019","73.30","78.00","78.00","73.20","3.17K","-2.27%"
"08/02/2019","75.00","76.00","76.00","72.00","21.97K","0.00%"
"08/01/2019","75.00","78.00","78.00","75.00","30.10K","-3.23%"
"07/31/2019","77.50","78.00","78.00","77.50","5.17K","-0.64%"
"07/30/2019","78.00","80.20","81.00","77.20","9.32K","-2.62%"
"07/29/2019","80.10","74.00","82.50","74.00","189.70K","8.39%"
"07/26/2019","73.90","73.90","74.50","73.60","7.87K","-0.14%"
"07/25/2019","74.00","74.90","74.90","73.90","23.76K","1.37%"
"07/24/2019","73.00","71.50","73.10","70.50","1.63M","2.10%"
