"Date","Price","Open","High","Low","Vol.","Change %"
"09/22/2017","46.00","46.70","46.70","45.70","34.88K","-0.43%"
"09/21/2017","46.20","47.00","47.00","46.20","17.08K","-1.70%"
"09/20/2017","47.00","46.90","47.00","46.90","0.63K","0.00%"
"09/19/2017","47.00","46.90","47.00","45.80","0.93K","0.00%"
"09/18/2017","47.00","46.30","47.00","46.00","3.16K","1.73%"
"09/15/2017","46.20","47.40","47.40","46.20","3.03K","-1.07%"
"09/14/2017","46.70","46.90","46.90","46.70","0.11K","1.30%"
"09/13/2017","46.10","46.30","46.30","46.00","3.53K","0.00%"
"09/12/2017","46.10","48.00","48.00","46.00","18.33K","-2.95%"
"09/11/2017","47.50","47.90","47.90","47.50","82.00K","-0.84%"
"09/08/2017","47.90","48.00","48.50","47.90","4.17K","-0.21%"
"09/07/2017","48.00","48.00","48.00","47.80","3.47K","0.63%"
"09/06/2017","47.70","50.00","50.00","47.70","5.53K","-2.65%"
"09/04/2017","49.00","50.00","50.00","49.00","1.49K","-2.00%"
"08/31/2017","50.00","50.00","50.00","49.50","0.02K","0.00%"
"08/30/2017","50.00","50.00","50.00","49.00","20.93K","1.83%"
"08/29/2017","49.10","49.60","49.60","49.00","7.10K","-1.80%"
"08/28/2017","50.00","50.10","51.20","50.00","1.26K","-0.20%"
"08/25/2017","50.10","50.00","50.20","50.00","1.09K","0.20%"
"08/24/2017","50.00","49.40","50.00","49.10","26.78K","1.83%"
"08/23/2017","49.10","49.00","49.80","49.00","4.95K","0.20%"
"08/22/2017","49.00","49.10","49.80","48.60","419.01K","-0.20%"
"08/21/2017","49.10","49.80","49.80","49.00","40.03K","-1.41%"
"08/18/2017","49.80","49.90","49.90","48.10","3.99K","0.61%"
"08/17/2017","49.50","49.90","50.00","49.00","8.59K","-1.00%"
"08/16/2017","50.00","50.50","50.50","49.00","41.66K","-5.48%"
"08/15/2017","52.90","53.80","53.80","52.00","14.33K","-2.22%"
"08/14/2017","54.10","54.10","55.50","54.00","4.31K","0.19%"
"08/11/2017","54.00","55.90","56.00","53.60","8.63K","-3.57%"
"08/10/2017","56.00","56.00","56.00","56.00","0.05K","0.00%"
"08/09/2017","56.00","56.30","56.30","56.00","7.74K","-4.92%"
"08/08/2017","58.90","56.40","58.90","56.30","6.38K","4.43%"
"08/04/2017","56.40","57.00","57.00","56.40","11.09K","-1.05%"
"08/03/2017","57.00","57.00","57.00","57.00","0.00K","0.71%"
"08/02/2017","56.60","57.00","57.00","56.60","12.06K","-1.22%"
"08/01/2017","57.30","57.10","57.30","57.00","0.82K","0.35%"
"07/31/2017","57.10","57.00","58.50","57.00","10.21K","0.18%"
"07/28/2017","57.00","57.00","57.00","57.00","0.10K","-0.18%"
"07/27/2017","57.10","57.10","57.20","57.10","15.40K","0.18%"
"07/26/2017","57.00","57.10","57.10","56.50","32.54K","0.18%"
"07/25/2017","56.90","57.10","57.10","56.90","9.73K","1.07%"
"07/24/2017","56.30","57.10","57.10","56.30","7.79K","-2.26%"
"07/21/2017","57.60","58.00","58.00","57.60","1.30K","-0.69%"
"07/20/2017","58.00","57.00","58.00","57.00","2.11K","1.40%"
"07/19/2017","57.20","58.00","58.50","57.20","46.06K","-2.22%"
"07/18/2017","58.50","58.00","58.50","58.00","27.19K","0.86%"
"07/17/2017","58.00","58.00","58.90","58.00","9.18K","0.00%"
"07/14/2017","58.00","58.00","58.00","58.00","3.65K","0.52%"
"07/13/2017","57.70","59.00","59.00","57.70","10.18K","-1.37%"
